t_ms,true_x,true_y,yaw_deg,map_x,map_y,seg,auto_state,route_complete,front_cm,left_cm,out_vx,out_vy,map_lim,front_lim,left_lim,clearance
15190,0.3423,2.9669,0.00,0.3373,2.9669,4,5,0,140,7,0,150,0,0,0,2.705
15200,0.3423,2.9788,0.00,0.3373,2.9788,4,5,0,140,7,0,150,0,0,0,2.693
15210,0.3423,2.9907,0.00,0.3373,2.9907,4,5,0,140,7,0,150,0,0,0,2.681
15220,0.3423,3.0027,0.00,0.3373,3.0027,4,5,0,140,7,0,150,0,0,0,2.669
15230,0.3423,3.0146,0.00,0.3373,3.0146,4,5,0,140,7,0,150,0,0,0,2.657
15240,0.3423,3.0265,0.00,0.3373,3.0265,4,5,0,140,7,0,150,0,0,0,2.645
15250,0.3423,3.0385,0.00,0.3373,3.0385,4,5,0,140,7,0,150,0,0,0,2.633
15260,0.3423,3.0504,0.00,0.3373,3.0504,4,5,0,140,7,0,150,0,0,0,2.621
15270,0.3423,3.0624,0.00,0.3373,3.0624,4,5,0,140,7,0,150,0,0,0,2.609
15280,0.3423,3.0743,0.00,0.3373,3.0743,4,5,0,140,7,0,150,0,0,0,2.597
15290,0.3423,3.0862,0.00,0.3373,3.0862,4,5,0,140,7,0,150,0,0,0,2.585
15300,0.3423,3.0982,0.00,0.3373,3.0982,4,5,0,140,7,0,150,0,0,0,2.573
15310,0.3423,3.1101,0.00,0.3373,3.1101,4,5,0,140,7,0,150,0,0,0,2.561
15320,0.3423,3.1221,0.00,0.3373,3.1221,4,5,0,140,7,0,150,0,0,0,2.549
15330,0.3423,3.1340,0.00,0.3373,3.1340,4,5,0,140,7,0,150,0,0,0,2.538
15340,0.3423,3.1459,0.00,0.3373,3.1459,4,5,0,140,7,0,150,0,0,0,2.526
15350,0.3423,3.1579,0.00,0.3373,3.1579,4,5,0,140,7,0,150,0,0,0,2.514
15360,0.3423,3.1698,0.00,0.3373,3.1698,4,5,0,140,7,0,150,0,0,0,2.502
15370,0.3423,3.1817,0.00,0.3373,3.1817,4,5,0,140,7,0,150,0,0,0,2.490
15380,0.3423,3.1937,0.00,0.3373,3.1937,4,5,0,140,7,0,150,0,0,0,2.478
15390,0.3423,3.2056,0.00,0.3373,3.2056,4,5,0,140,7,0,150,0,0,0,2.466
15400,0.3423,3.2176,0.00,0.3373,3.2176,4,5,0,140,7,0,150,0,0,0,2.454
15410,0.3423,3.2295,0.00,0.3373,3.2295,4,5,0,140,7,0,150,0,0,0,2.442
15420,0.3423,3.2414,0.00,0.3373,3.2414,4,5,0,140,7,0,150,0,0,0,2.430
15430,0.3423,3.2534,0.00,0.3373,3.2534,4,5,0,140,7,0,150,0,0,0,2.418
15440,0.3423,3.2653,0.00,0.3373,3.2653,4,5,0,140,7,0,150,0,0,0,2.406
15450,0.3423,3.2772,0.00,0.3373,3.2772,4,5,0,140,7,0,150,0,0,0,2.394
15460,0.3423,3.2892,0.00,0.3373,3.2892,4,5,0,140,7,0,150,0,0,0,2.382
15470,0.3423,3.3011,0.00,0.3373,3.3011,4,5,0,140,7,0,150,0,0,0,2.370
15480,0.3423,3.3131,0.00,0.3373,3.3131,4,5,0,140,7,0,150,0,0,0,2.358
15490,0.3423,3.3250,0.00,0.3373,3.3250,4,5,0,140,7,0,150,0,0,0,2.347
15500,0.3423,3.3369,0.00,0.3373,3.3369,4,5,0,140,7,0,150,0,0,0,2.335
15510,0.3423,3.3489,0.00,0.3373,3.3489,4,5,0,140,7,0,150,0,0,0,2.323
15520,0.3423,3.3608,0.00,0.3373,3.3608,4,5,0,140,7,0,150,0,0,0,2.311
15530,0.3423,3.3728,0.00,0.3373,3.3728,4,5,0,140,7,0,150,0,0,0,2.299
15540,0.3423,3.3847,0.00,0.3373,3.3847,4,5,0,140,7,0,150,0,0,0,2.287
15550,0.3423,3.3966,0.00,0.3373,3.3966,4,5,0,140,7,0,150,0,0,0,2.275
15560,0.3423,3.4086,0.00,0.3373,3.4086,4,5,0,140,7,0,150,0,0,0,2.263
15570,0.3423,3.4205,0.00,0.3373,3.4205,4,5,0,140,7,0,150,0,0,0,2.251
15580,0.3423,3.4324,0.00,0.3373,3.4324,4,5,0,140,7,0,150,0,0,0,2.239
15590,0.3423,3.4444,0.00,0.3373,3.4444,4,5,0,140,7,0,150,0,0,0,2.227
15600,0.3423,3.4563,0.00,0.3373,3.4563,4,5,0,140,7,0,150,0,0,0,2.215
15610,0.3423,3.4683,0.00,0.3373,3.4683,4,5,0,140,7,0,150,0,0,0,2.203
15620,0.3423,3.4802,0.00,0.3373,3.4802,4,5,0,140,7,0,150,0,0,0,2.191
15630,0.3423,3.4921,0.00,0.3373,3.4921,4,5,0,140,7,0,150,0,0,0,2.179
15640,0.3423,3.5041,0.00,0.3373,3.5041,4,5,0,140,7,0,150,0,0,0,2.167
15650,0.3423,3.5160,0.00,0.3373,3.5160,4,5,0,140,7,0,150,0,0,0,2.155
15660,0.3423,3.5279,0.00,0.3373,3.5279,4,5,0,140,7,0,150,0,0,0,2.144
15670,0.3423,3.5399,0.00,0.3373,3.5399,4,5,0,140,7,0,150,0,0,0,2.132
15680,0.3423,3.5518,0.00,0.3373,3.5518,4,5,0,140,7,0,150,0,0,0,2.120
15690,0.3423,3.5638,0.00,0.3373,3.5638,4,5,0,140,7,0,150,0,0,0,2.108
15700,0.3423,3.5757,0.00,0.3373,3.5757,4,5,0,140,7,0,150,0,0,0,2.096
15710,0.3423,3.5876,0.00,0.3373,3.5876,4,5,0,140,7,0,150,0,0,0,2.084
15720,0.3423,3.5996,0.00,0.3373,3.5996,4,5,0,140,7,0,150,0,0,0,2.072
15730,0.3423,3.6115,0.00,0.3373,3.6115,4,5,0,140,7,0,150,0,0,0,2.060
15740,0.3423,3.6235,0.00,0.3373,3.6235,4,5,0,140,7,0,150,0,0,0,2.048
15750,0.3423,3.6354,0.00,0.3373,3.6354,4,5,0,140,7,0,150,0,0,0,2.036
15760,0.3423,3.6473,0.00,0.3373,3.6473,4,5,0,140,7,0,150,0,0,0,2.024
15770,0.3423,3.6593,0.00,0.3373,3.6593,4,5,0,140,7,0,150,0,0,0,2.012
15780,0.3423,3.6712,0.00,0.3373,3.6712,4,5,0,140,7,0,150,0,0,0,2.000
15790,0.3423,3.6831,0.00,0.3373,3.6831,4,5,0,140,7,0,150,0,0,0,1.988
15800,0.3423,3.6951,0.00,0.3373,3.6951,4,5,0,140,7,0,150,0,0,0,1.976
15810,0.3423,3.7070,0.00,0.3373,3.7070,5,5,0,140,7,0,150,0,0,0,1.964
15820,0.3423,3.7190,0.00,0.3373,3.7190,5,5,0,140,7,0,150,0,0,0,1.953
15830,0.3423,3.7309,0.00,0.3373,3.7309,5,5,0,140,7,0,150,0,0,0,1.941
15840,0.3423,3.7428,0.00,0.3373,3.7428,5,5,0,140,7,0,150,0,0,0,1.929
15850,0.3423,3.7548,0.00,0.3373,3.7548,5,5,0,140,7,0,0,0,0,0,1000.000
15860,0.3423,3.7666,0.00,0.3373,3.7666,5,5,0,140,7,0,0,0,0,0,1000.000
15870,0.3423,3.7783,0.00,0.3373,3.7783,5,5,0,140,7,0,0,0,0,0,1000.000
15880,0.3423,3.7897,0.00,0.3373,3.7897,5,5,0,140,7,0,0,0,0,0,1000.000
15890,0.3423,3.8010,0.00,0.3373,3.8010,5,5,0,140,7,0,0,0,0,0,1000.000
15900,0.3423,3.8120,0.00,0.3373,3.8120,5,5,0,140,7,0,0,0,0,0,1000.000
15910,0.3423,3.8229,0.00,0.3373,3.8229,5,5,0,140,7,0,0,0,0,0,1000.000
15920,0.3423,3.8335,0.00,0.3373,3.8335,5,5,0,140,7,0,0,0,0,0,1000.000
15930,0.3423,3.8440,0.00,0.3373,3.8440,5,5,0,140,7,0,0,0,0,0,1000.000
15940,0.3423,3.8542,0.00,0.3373,3.8542,5,5,0,140,7,0,0,0,0,0,1000.000
15950,0.3423,3.8642,0.00,0.3373,3.8642,5,5,0,140,7,0,0,0,0,0,1000.000
15960,0.3423,3.8741,0.00,0.3373,3.8741,5,5,0,140,7,0,0,0,0,0,1000.000
15970,0.3423,3.8837,0.00,0.3373,3.8837,5,5,0,140,7,0,0,0,0,0,1000.000
15980,0.3423,3.8932,0.00,0.3373,3.8932,5,5,0,140,7,0,0,0,0,0,1000.000
15990,0.3423,3.9024,0.00,0.3373,3.9024,5,5,0,140,7,0,0,0,0,0,1000.000
16000,0.3423,3.9115,0.00,0.3373,3.9115,5,5,0,140,7,0,0,0,0,0,1000.000
16010,0.3423,3.9203,0.00,0.3373,3.9203,5,5,0,140,7,0,0,0,0,0,1000.000
16020,0.3423,3.9290,0.00,0.3373,3.9290,5,5,0,140,7,0,0,0,0,0,1000.000
16030,0.3423,3.9374,0.00,0.3373,3.9374,5,5,0,140,7,0,0,0,0,0,1000.000
16040,0.3423,3.9457,0.00,0.3373,3.9457,5,5,0,140,7,0,0,0,0,0,1000.000
16050,0.3423,3.9537,0.00,0.3373,3.9537,5,5,0,140,7,0,0,0,0,0,1000.000
16060,0.3423,3.9616,0.00,0.3373,3.9616,5,5,0,140,7,0,0,0,0,0,1000.000
16070,0.3423,3.9692,0.00,0.3373,3.9692,5,5,0,140,7,0,0,0,0,0,1000.000
16080,0.3423,3.9767,0.00,0.3373,3.9767,5,5,0,140,7,0,0,0,0,0,1000.000
16090,0.3423,3.9839,0.00,0.3373,3.9839,5,5,0,140,7,0,0,0,0,0,1000.000
16100,0.3423,3.9910,0.00,0.3373,3.9910,5,5,0,140,7,0,0,0,0,0,1000.000
16110,0.3423,3.9978,0.00,0.3373,3.9978,5,5,0,140,7,0,0,0,0,0,1000.000
16120,0.3423,4.0045,0.00,0.3373,4.0045,5,5,0,140,7,0,0,0,0,0,1000.000
16130,0.3423,4.0109,0.00,0.3373,4.0109,5,5,0,140,7,0,0,0,0,0,1000.000
16140,0.3423,4.0172,0.00,0.3373,4.0172,5,5,0,140,7,0,0,0,0,0,1000.000
16150,0.3423,4.0232,0.00,0.3373,4.0232,5,5,0,140,7,0,0,0,0,0,1000.000
16160,0.3423,4.0291,0.00,0.3373,4.0291,5,5,0,140,7,0,0,0,0,0,1000.000
16170,0.3423,4.0347,0.00,0.3373,4.0347,5,5,0,140,7,0,0,0,0,0,1000.000
16180,0.3423,4.0402,0.00,0.3373,4.0402,5,5,0,140,7,0,0,0,0,0,1000.000
16190,0.3423,4.0454,0.00,0.3373,4.0454,5,5,0,140,7,0,0,0,0,0,1000.000
16200,0.3423,4.0505,0.00,0.3373,4.0505,5,5,0,140,7,0,0,0,0,0,1000.000
16210,0.3423,4.0553,0.00,0.3373,4.0553,5,5,0,140,7,0,0,0,0,0,1000.000
16220,0.3423,4.0599,0.00,0.3373,4.0599,5,5,0,140,7,0,0,0,0,0,1000.000
16230,0.3423,4.0644,0.00,0.3373,4.0644,5,5,0,140,7,0,0,0,0,0,1000.000
16240,0.3423,4.0686,0.00,0.3373,4.0686,5,5,0,140,7,0,0,0,0,0,1000.000
16250,0.3423,4.0727,0.00,0.3373,4.0727,5,5,0,140,7,150,0,0,0,0,2.393
16260,0.3423,4.0765,0.00,0.3373,4.0765,5,5,0,140,7,150,0,0,0,0,2.393
16270,0.3423,4.0802,0.00,0.3373,4.0802,5,5,0,140,7,150,0,0,0,0,2.393
16280,0.3423,4.0836,0.00,0.3373,4.0836,5,5,0,140,7,150,0,0,0,0,2.393
16290,0.3423,4.0869,0.00,0.3373,4.0869,5,5,0,140,7,150,0,0,0,0,2.393
16300,0.3423,4.0899,0.00,0.3373,4.0899,5,5,0,140,7,150,0,0,0,0,2.393
16310,0.3423,4.0928,0.00,0.3373,4.0928,5,5,0,140,7,150,0,0,0,0,2.393
16320,0.3423,4.0954,0.00,0.3373,4.0954,5,5,0,140,7,150,0,0,0,0,2.393
16330,0.3424,4.0981,0.00,0.3374,4.0981,5,5,0,140,7,150,0,0,0,0,2.393
16340,0.3428,4.1007,0.00,0.3378,4.1007,5,5,0,140,7,150,0,0,0,0,2.392
16350,0.3434,4.1033,0.00,0.3384,4.1033,5,5,0,140,7,150,0,0,0,0,2.392
16360,0.3442,4.1059,0.00,0.3392,4.1059,5,5,0,140,7,150,0,0,0,0,2.391
16370,0.3451,4.1086,0.00,0.3401,4.1086,5,5,0,140,7,150,0,0,0,0,2.390
16380,0.3463,4.1112,0.00,0.3413,4.1112,5,5,0,140,7,150,0,0,0,0,2.389
16390,0.3477,4.1138,-0.00,0.3427,4.1138,5,5,0,140,7,150,0,0,0,0,2.387
16400,0.3493,4.1164,-0.00,0.3443,4.1164,5,5,0,140,7,150,0,0,0,0,2.386
16410,0.3510,4.1190,-0.00,0.3460,4.1190,5,5,0,140,7,150,0,0,0,0,2.384
16420,0.3530,4.1217,-0.00,0.3480,4.1217,5,5,0,140,7,150,0,0,0,0,2.382
16430,0.3552,4.1243,-0.00,0.3502,4.1243,5,5,0,140,7,150,0,0,0,0,2.380
16440,0.3576,4.1269,-0.00,0.3526,4.1269,5,5,0,140,7,150,0,0,0,0,2.377
16450,0.3601,4.1295,-0.00,0.3551,4.1295,5,5,0,140,7,150,0,0,0,0,2.375
16460,0.3629,4.1322,-0.00,0.3579,4.1322,5,5,0,140,7,150,0,0,0,0,2.372
16470,0.3659,4.1348,-0.00,0.3609,4.1348,5,5,0,140,7,150,0,0,0,0,2.369
16480,0.3691,4.1374,-0.00,0.3641,4.1374,5,5,0,140,7,150,0,0,0,0,2.366
16490,0.3724,4.1400,0.00,0.3674,4.1400,5,5,0,140,7,150,0,0,0,0,2.363
16500,0.3760,4.1426,0.00,0.3710,4.1426,5,5,0,140,8,150,0,0,0,0,2.359
16510,0.3798,4.1453,0.00,0.3748,4.1453,5,5,0,140,8,150,0,0,0,0,2.355
16520,0.3838,4.1479,0.00,0.3788,4.1479,5,5,0,140,8,150,0,0,0,0,2.351
16530,0.3879,4.1505,0.00,0.3829,4.1505,5,5,0,140,8,150,0,0,0,0,2.347
16540,0.3923,4.1531,0.00,0.3873,4.1531,5,5,0,140,8,150,0,0,0,0,2.343
16550,0.3969,4.1558,0.00,0.3919,4.1558,5,5,0,140,9,150,0,0,0,0,2.338
16560,0.4017,4.1584,0.00,0.3967,4.1584,5,5,0,140,9,150,0,0,0,0,2.333
16570,0.4066,4.1610,0.00,0.4016,4.1610,5,5,0,140,9,150,0,0,0,0,2.328
16580,0.4118,4.1636,0.00,0.4068,4.1636,5,5,0,140,9,150,0,0,0,0,2.323
16590,0.4172,4.1662,0.00,0.4122,4.1662,5,5,0,140,9,150,0,0,0,0,2.318
16600,0.4228,4.1689,0.00,0.4178,4.1689,5,5,0,140,10,150,0,0,0,0,2.312
16610,0.4285,4.1715,0.00,0.4235,4.1715,5,5,0,140,10,150,0,0,0,0,2.306
16620,0.4345,4.1741,0.00,0.4295,4.1741,5,5,0,140,10,150,0,0,0,0,2.300
16630,0.4407,4.1767,0.00,0.4357,4.1767,5,5,0,140,10,150,0,0,0,0,2.294
16640,0.4470,4.1794,0.00,0.4420,4.1794,5,5,0,140,10,150,0,0,0,0,2.288
16650,0.4536,4.1820,0.00,0.4486,4.1820,5,5,0,140,12,150,0,0,0,0,2.281
16660,0.4604,4.1846,0.00,0.4554,4.1846,5,5,0,140,12,150,0,0,0,0,2.275
16670,0.4674,4.1872,0.00,0.4624,4.1872,5,5,0,140,12,150,0,0,0,0,2.268
16680,0.4745,4.1898,0.00,0.4695,4.1898,5,5,0,140,12,150,0,0,0,0,2.260
16690,0.4819,4.1925,0.00,0.4769,4.1925,5,5,0,140,12,150,0,0,0,0,2.253
16700,0.4895,4.1951,0.00,0.4845,4.1951,5,5,0,140,15,150,0,0,0,0,2.246
16710,0.4973,4.1977,0.00,0.4923,4.1977,5,5,0,140,15,150,0,0,0,0,2.238
16720,0.5052,4.2003,0.00,0.5002,4.2003,6,5,1,140,15,150,0,0,0,0,2.230
16730,0.5134,4.2030,0.00,0.5084,4.2030,6,5,1,140,15,150,0,0,0,0,2.222
16740,0.5218,4.2056,0.00,0.5168,4.2056,6,5,1,140,15,150,0,0,0,0,2.213
16750,0.5304,4.2082,0.00,0.5254,4.2082,6,5,1,140,18,0,0,0,0,0,1000.000
16760,0.5391,4.2108,0.00,0.5341,4.2108,6,5,1,140,18,0,0,0,0,0,1000.000
16770,0.5480,4.2133,0.00,0.5430,4.2133,6,5,1,140,18,0,0,0,0,0,1000.000
16780,0.5568,4.2156,0.00,0.5518,4.2156,6,5,1,140,18,0,0,0,0,0,1000.000
16790,0.5657,4.2177,0.00,0.5607,4.2177,6,5,1,140,18,0,0,0,0,0,1000.000
16800,0.5745,4.2196,0.00,0.5695,4.2196,6,5,1,140,21,0,0,0,0,0,1000.000
16810,0.5833,4.2213,0.00,0.5783,4.2213,6,5,1,140,21,0,0,0,0,0,1000.000
16820,0.5922,4.2228,0.00,0.5872,4.2228,6,5,1,140,21,0,0,0,0,0,1000.000
16830,0.6010,4.2241,0.00,0.5960,4.2241,6,5,1,140,21,0,0,0,0,0,1000.000
16840,0.6096,4.2254,0.00,0.6046,4.2254,6,5,1,140,21,0,0,0,0,0,1000.000
16850,0.6180,4.2267,0.00,0.6130,4.2267,6,5,1,140,26,0,0,0,0,0,1000.000
16860,0.6263,4.2280,0.00,0.6213,4.2280,6,5,1,140,26,0,0,0,0,0,1000.000
16870,0.6343,4.2293,0.00,0.6293,4.2293,6,5,1,140,26,0,0,0,0,0,1000.000
16880,0.6421,4.2306,0.00,0.6371,4.2306,6,5,1,140,26,0,0,0,0,0,1000.000
16890,0.6497,4.2319,0.00,0.6447,4.2319,6,5,1,140,26,0,0,0,0,0,1000.000
16900,0.6571,4.2332,0.00,0.6521,4.2332,6,5,1,140,30,0,0,0,0,0,1000.000
16910,0.6644,4.2346,0.00,0.6594,4.2346,6,5,1,140,30,0,0,0,0,0,1000.000
16920,0.6714,4.2359,0.00,0.6664,4.2359,6,5,1,140,30,0,0,0,0,0,1000.000
16930,0.6782,4.2372,0.00,0.6732,4.2372,6,5,1,140,30,0,0,0,0,0,1000.000
16940,0.6848,4.2385,0.00,0.6798,4.2385,6,5,1,140,30,0,0,0,0,0,1000.000
16950,0.6912,4.2398,0.00,0.6862,4.2398,6,5,1,140,34,0,0,0,0,0,1000.000
16960,0.6975,4.2411,0.00,0.6925,4.2411,6,5,1,140,34,0,0,0,0,0,1000.000
16970,0.7035,4.2424,0.00,0.6985,4.2424,6,5,1,140,34,0,0,0,0,0,1000.000
16980,0.7093,4.2437,0.00,0.7043,4.2437,6,5,1,140,34,0,0,0,0,0,1000.000
16990,0.7149,4.2450,0.00,0.7099,4.2450,6,5,1,140,34,0,0,0,0,0,1000.000
17000,0.7203,4.2463,0.00,0.7153,4.2463,6,5,1,139,38,0,0,0,0,0,1000.000
17010,0.7256,4.2477,0.00,0.7206,4.2477,6,5,1,139,38,0,0,0,0,0,1000.000
17020,0.7306,4.2490,0.00,0.7256,4.2490,6,5,1,139,38,0,0,0,0,0,1000.000
17030,0.7354,4.2503,0.00,0.7304,4.2503,6,5,1,139,38,0,0,0,0,0,1000.000
17040,0.7400,4.2516,0.00,0.7350,4.2516,6,5,1,139,38,0,0,0,0,0,1000.000
17050,0.7444,4.2529,0.00,0.7394,4.2529,6,5,1,138,42,0,0,0,0,0,1000.000
17060,0.7487,4.2542,0.00,0.7437,4.2542,6,5,1,138,42,0,0,0,0,0,1000.000
17070,0.7527,4.2555,0.00,0.7477,4.2555,6,5,1,138,42,0,0,0,0,0,1000.000
17080,0.7565,4.2568,0.00,0.7515,4.2568,6,5,1,138,42,0,0,0,0,0,1000.000
17090,0.7601,4.2581,0.00,0.7551,4.2581,6,5,1,138,42,0,0,0,0,0,1000.000
17100,0.7635,4.2594,0.00,0.7585,4.2594,6,5,1,138,45,0,0,0,0,0,1000.000
17110,0.7668,4.2608,0.00,0.7618,4.2608,6,5,1,138,45,0,0,0,0,0,1000.000
17120,0.7698,4.2621,0.00,0.7648,4.2621,6,5,1,138,45,0,0,0,0,0,1000.000
17130,0.7726,4.2634,0.00,0.7676,4.2634,6,5,1,138,45,0,0,0,0,0,1000.000
17140,0.7752,4.2647,0.00,0.7702,4.2647,6,5,1,138,45,0,0,0,0,0,1000.000
17150,0.7777,4.2660,0.00,0.7727,4.2660,6,5,1,137,47,0,0,0,0,0,1000.000
17160,0.7799,4.2673,0.00,0.7749,4.2673,6,5,1,137,47,0,0,0,0,0,1000.000
17170,0.7819,4.2686,0.00,0.7769,4.2686,6,5,1,137,47,0,0,0,0,0,1000.000
17180,0.7837,4.2699,0.00,0.7787,4.2699,6,5,1,137,47,0,0,0,0,0,1000.000
17190,0.7853,4.2712,0.00,0.7803,4.2712,6,5,1,137,47,0,0,0,0,0,1000.000
17200,0.7868,4.2725,0.00,0.7818,4.2725,6,5,1,137,49,0,0,0,0,0,1000.000
17210,0.7880,4.2738,0.00,0.7830,4.2738,6,5,1,137,49,0,0,0,0,0,1000.000
17220,0.7892,4.2750,0.00,0.7842,4.2750,6,5,1,137,49,0,0,0,0,0,1000.000
17230,0.7903,4.2760,0.00,0.7853,4.2760,6,5,1,137,49,0,0,0,0,0,1000.000
17240,0.7912,4.2770,0.00,0.7862,4.2770,6,5,1,137,49,0,0,0,0,0,1000.000
17250,0.7921,4.2779,0.00,0.7871,4.2779,6,5,1,136,50,0,0,0,0,0,1000.000
17260,0.7928,4.2786,0.00,0.7878,4.2786,6,5,1,136,50,0,0,0,0,0,1000.000
17270,0.7935,4.2793,0.00,0.7885,4.2793,6,5,1,136,50,0,0,0,0,0,1000.000
17280,0.7941,4.2799,0.00,0.7891,4.2799,6,5,1,136,50,0,0,0,0,0,1000.000
17290,0.7945,4.2803,0.00,0.7895,4.2803,6,5,1,136,50,0,0,0,0,0,1000.000
17300,0.7949,4.2807,0.00,0.7899,4.2807,6,5,1,136,51,0,0,0,0,0,1000.000
17310,0.7952,4.2810,0.00,0.7902,4.2810,6,5,1,136,51,0,0,0,0,0,1000.000
17320,0.7953,4.2811,0.00,0.7903,4.2811,6,5,1,136,51,0,0,0,0,0,1000.000
17330,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,51,0,0,0,0,0,1000.000
17340,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,51,0,0,0,0,0,1000.000
17350,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17360,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17370,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17380,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17390,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17400,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17410,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17420,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17430,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17440,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17450,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17460,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17470,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17480,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17490,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17500,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17510,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17520,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17530,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17540,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17550,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17560,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17570,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17580,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17590,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17600,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17610,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17620,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17630,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17640,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17650,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17660,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17670,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17680,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17690,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17700,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17710,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17720,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17730,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17740,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
17750,0.7954,4.2812,0.00,0.7904,4.2812,6,5,1,136,52,0,0,0,0,0,1000.000
