t_ms,true_x,true_y,yaw_deg,map_x,map_y,seg,auto_state,route_complete,front_cm,left_cm,out_vx,out_vy,map_lim,front_lim,left_lim,clearance
0,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
10,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
20,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
30,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
40,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
50,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
60,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
70,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
80,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
90,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
100,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
110,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
120,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
130,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
140,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
150,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
160,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
170,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
180,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
190,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
200,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
210,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
220,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
230,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
240,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
250,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
260,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
270,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
280,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
290,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
300,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
310,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
320,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
330,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
340,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
350,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
360,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
370,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
380,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
390,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
400,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
410,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
420,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
430,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
440,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
450,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
460,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
470,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
480,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
490,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
500,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
510,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
520,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
530,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
540,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
550,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
560,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
570,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
580,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
590,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
600,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
610,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
620,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
630,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
640,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
650,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
660,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
670,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
680,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
690,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
700,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
710,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
720,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
730,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
740,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
750,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
760,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
770,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
780,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
790,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
800,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
810,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
820,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
830,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
840,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
850,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
860,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
870,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
880,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
890,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
900,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
910,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
920,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
930,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
940,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
950,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
960,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
970,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
980,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
990,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1000,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1010,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1020,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1030,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1040,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1050,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1060,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1070,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1080,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1090,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1100,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1110,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1120,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1130,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1140,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1150,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1160,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1170,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1180,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1190,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1200,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1210,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1220,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1230,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1240,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1250,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1260,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1270,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1280,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1290,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1300,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1310,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1320,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1330,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1340,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1350,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1360,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1370,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1380,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1390,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1400,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1410,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1420,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1430,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1440,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1450,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1460,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1470,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1480,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1490,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1500,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1510,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1520,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1530,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1540,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1550,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1560,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1570,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1580,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1590,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1600,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1610,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1620,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1630,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1640,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1650,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1660,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1670,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1680,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1690,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1700,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1710,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1720,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1730,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1740,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1750,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1760,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1770,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1780,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1790,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1800,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1810,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1820,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1830,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1840,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1850,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1860,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1870,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1880,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1890,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1900,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1910,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1920,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1930,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1940,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1950,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1960,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1970,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1980,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
1990,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2000,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2010,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2020,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2030,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2040,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2050,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2060,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2070,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2080,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2090,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2100,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2110,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2120,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2130,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2140,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2150,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2160,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2170,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2180,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2190,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2200,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2210,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2220,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2230,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2240,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2250,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2260,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2270,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2280,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2290,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2300,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2310,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2320,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2330,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2340,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2350,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2360,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2370,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2380,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2390,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2400,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2410,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2420,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2430,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2440,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2450,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2460,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2470,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2480,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2490,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2500,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2510,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2520,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2530,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2540,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2550,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2560,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2570,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2580,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2590,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2600,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2610,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2620,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2630,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2640,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2650,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2660,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2670,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
2680,0.3740,0.3085,0.00,0.0000,0.0000,0,0,0,140,10,0,0,0,0,0,1000.000
